Avatar,Chart-1,correct,1
Avatar,Chart-1,overfitting,0
Avatar,Chart-1,overfitting,407
Avatar,Chart-1,overfitting,408
Avatar,Chart-1,overfitting,414
Avatar,Chart-1,overfitting,415
Avatar,Chart-1,overfitting,416
Avatar,Chart-11,correct,1
Avatar,Chart-13,unknown,109
Avatar,Chart-13,unknown,110
Avatar,Chart-13,unknown,111
Avatar,Chart-15,unknown,23
Avatar,Chart-15,unknown,24
Avatar,Chart-19,unknown,2
Avatar,Chart-19,unknown,3
Avatar,Chart-24,correct,1
Avatar,Chart-25,overfitting,15
Avatar,Chart-25,overfitting,18
Avatar,Chart-25,overfitting,3
Avatar,Chart-25,overfitting,4
Avatar,Chart-25,overfitting,7
Avatar,Chart-25,unknown,100
Avatar,Chart-25,unknown,101
Avatar,Chart-25,unknown,2
Avatar,Chart-25,unknown,85
Avatar,Chart-25,unknown,86
Avatar,Chart-25,unknown,87
Avatar,Chart-25,unknown,88
Avatar,Chart-25,unknown,89
Avatar,Chart-25,unknown,90
Avatar,Chart-25,unknown,91
Avatar,Chart-25,unknown,92
Avatar,Chart-25,unknown,93
Avatar,Chart-25,unknown,94
Avatar,Chart-25,unknown,95
Avatar,Chart-25,unknown,96
Avatar,Chart-25,unknown,97
Avatar,Chart-25,unknown,98
Avatar,Chart-25,unknown,99
Avatar,Chart-26,unknown,87
Avatar,Chart-26,unknown,88
Avatar,Chart-26,unknown,89
Avatar,Chart-26,unknown,90
Avatar,Chart-26,unknown,91
Avatar,Chart-7,overfitting,1
Avatar,Chart-7,overfitting,2
Avatar,Chart-7,overfitting,4
Avatar,Chart-7,overfitting,42
Avatar,Chart-7,overfitting,43
Avatar,Chart-7,overfitting,44
Avatar,Chart-7,overfitting,45
Avatar,Chart-7,overfitting,5
Avatar,Closure-126,overfitting,355
Avatar,Closure-126,overfitting,5
Avatar,Closure-21,overfitting,25
Avatar,Closure-21,unknown,11
Avatar,Closure-38,unknown,0
Avatar,Closure-38,unknown,1
Avatar,Closure-38,unknown,2
Avatar,Closure-46,correct,1
Avatar,Closure-62,correct,2
Avatar,Closure-62,overfitting,1
Avatar,Closure-62,overfitting,13
Avatar,Closure-62,overfitting,14
Avatar,Closure-62,overfitting,15
Avatar,Closure-62,overfitting,3
Avatar,Closure-73,correct,4
Avatar,Lang-10,correct,6
Avatar,Lang-10,correct,7
Avatar,Lang-10,overfitting,3
Avatar,Lang-10,overfitting,4
Avatar,Lang-10,overfitting,5
Avatar,Lang-10,overfitting,6
Avatar,Lang-10,overfitting,7
Avatar,Lang-10,overfitting,9
Avatar,Lang-44,overfitting,4
Avatar,Lang-44,unknown,13
Avatar,Lang-44,unknown,16
Avatar,Lang-44,unknown,17
Avatar,Lang-44,unknown,18
Avatar,Lang-51,overfitting,11
Avatar,Lang-57,correct,6
Avatar,Lang-57,overfitting,0
Avatar,Lang-58,overfitting,5
Avatar,Lang-58,overfitting,6
Avatar,Lang-58,overfitting,7
Avatar,Lang-58,overfitting,84
Avatar,Lang-58,overfitting,9
Avatar,Lang-59,correct,1
Avatar,Lang-63,unknown,16
Avatar,Lang-7,unknown,100
Avatar,Lang-7,unknown,101
Avatar,Lang-7,unknown,102
Avatar,Lang-7,unknown,103
Avatar,Lang-7,unknown,104
Avatar,Lang-7,unknown,105
Avatar,Lang-7,unknown,106
Avatar,Lang-7,unknown,107
Avatar,Lang-7,unknown,108
Avatar,Lang-7,unknown,109
Avatar,Lang-7,unknown,110
Avatar,Lang-7,unknown,111
Avatar,Lang-7,unknown,112
Avatar,Lang-7,unknown,113
Avatar,Lang-7,unknown,114
Avatar,Lang-7,unknown,115
Avatar,Lang-7,unknown,116
Avatar,Lang-7,unknown,117
Avatar,Lang-7,unknown,118
Avatar,Lang-7,unknown,119
Avatar,Lang-7,unknown,120
Avatar,Lang-7,unknown,121
Avatar,Lang-7,unknown,122
Avatar,Lang-7,unknown,123
Avatar,Lang-7,unknown,124
Avatar,Lang-7,unknown,125
Avatar,Lang-7,unknown,126
Avatar,Lang-7,unknown,127
Avatar,Lang-7,unknown,128
Avatar,Lang-7,unknown,129
Avatar,Lang-7,unknown,130
Avatar,Lang-7,unknown,131
Avatar,Lang-7,unknown,132
Avatar,Lang-7,unknown,133
Avatar,Lang-7,unknown,134
Avatar,Lang-7,unknown,135
Avatar,Lang-7,unknown,136
Avatar,Lang-7,unknown,137
Avatar,Lang-7,unknown,138
Avatar,Lang-7,unknown,139
Avatar,Lang-7,unknown,140
Avatar,Lang-7,unknown,141
Avatar,Lang-7,unknown,142
Avatar,Lang-7,unknown,143
Avatar,Lang-7,unknown,144
Avatar,Lang-7,unknown,145
Avatar,Lang-7,unknown,146
Avatar,Lang-7,unknown,147
Avatar,Lang-7,unknown,148
Avatar,Lang-7,unknown,149
Avatar,Lang-7,unknown,150
Avatar,Lang-7,unknown,151
Avatar,Lang-7,unknown,152
Avatar,Lang-7,unknown,153
Avatar,Lang-7,unknown,154
Avatar,Lang-7,unknown,155
Avatar,Lang-7,unknown,156
Avatar,Lang-7,unknown,157
Avatar,Lang-7,unknown,158
Avatar,Lang-7,unknown,159
Avatar,Lang-7,unknown,160
Avatar,Lang-7,unknown,161
Avatar,Lang-7,unknown,162
Avatar,Lang-7,unknown,163
Avatar,Lang-7,unknown,164
Avatar,Lang-7,unknown,165
Avatar,Lang-7,unknown,166
Avatar,Lang-7,unknown,167
Avatar,Lang-7,unknown,168
Avatar,Lang-7,unknown,169
Avatar,Lang-7,unknown,170
Avatar,Lang-7,unknown,171
Avatar,Lang-7,unknown,172
Avatar,Lang-7,unknown,173
Avatar,Lang-7,unknown,174
Avatar,Lang-7,unknown,175
Avatar,Lang-7,unknown,176
Avatar,Lang-7,unknown,177
Avatar,Lang-7,unknown,178
Avatar,Lang-7,unknown,179
Avatar,Lang-7,unknown,180
Avatar,Lang-7,unknown,181
Avatar,Lang-7,unknown,182
Avatar,Lang-7,unknown,183
Avatar,Lang-7,unknown,184
Avatar,Lang-7,unknown,185
